,SALE TYPE,PROPERTY TYPE,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,PRICE PER SQFT,HOA PER MONTH,STATUS,SOURCE,MLS,LATITUDE,LONGITUDE
3294,MLS Listing,Condo/Co-op,Portland,OR,97210.0,950000.0,2.0,2.0,WESTOVER,1588.0,6969.0,1999.0,90.0,598.0,718.0,Active,RMLS,18068555,45.55031956636792,-122.67850953363208
3295,MLS Listing,Single Family Residential,Tigard,OR,97224.0,950000.0,5.0,4.5,"Tigard, Tualatin, Sherwood, Wilsonville",5264.0,12632.0,1994.0,83.0,180.0,7.0,Active,RMLS,18118515,45.39497935790186,-122.83119404209812
3296,MLS Listing,Single Family Residential,Portland,OR,97229.0,950000.0,6.0,3.5,FOREST HEIGHTS,4481.0,10018.0,1995.0,85.0,212.0,50.0,Active,RMLS,18537451,45.531572465574925,-122.78295413442508
3297,MLS Listing,Single Family Residential,Portland,OR,97225.0,950000.0,3.0,2.5,WEST SLOPE,3959.0,24829.0,1935.0,125.0,240.0,0.0,Active,RMLS,18405533,45.497765324782094,-122.7608393752179
3298,MLS Listing,Single Family Residential,Portland,OR,97202.0,950000.0,4.0,3.5,RICHMOND / HAWTHORNE,2910.0,6969.0,2018.0,150.0,326.0,0.0,Active,RMLS,18349252,45.501824476226815,-122.62943642377316
3299,MLS Listing,Single Family Residential,Milwaukie,OR,97267.0,950000.0,4.0,3.0,Oak Grove,3577.0,10890.0,2007.0,98.0,266.0,0.0,Active,RMLS,18235973,45.40850943963176,-122.64892466036824
3300,MLS Listing,Single Family Residential,Portland,OR,97201.0,950000.0,4.0,2.5,Portland Heights,3636.0,10018.0,1909.0,13.0,261.0,0.0,Active,RMLS,18652422,45.52541038236396,-122.68193771763605
3301,MLS Listing,Single Family Residential,Portland,OR,97267.0,950000.0,4.0,3.5,Echo Pointe,3752.0,15681.0,1991.0,179.0,253.0,83.0,Active,RMLS,18444734,45.42360933012816,-122.63982106987184
3302,MLS Listing,Single Family Residential,Portland,OR,97210.0,950000.0,4.0,2.5,"Beaverton, Aloha",2928.0,24393.0,1974.0,55.0,324.0,0.0,Active,RMLS,18115622,45.50282957252463,-122.79592112747537
3303,MLS Listing,Condo/Co-op,Portland,OR,97239.0,950000.0,2.0,3.0,"Portland West, Raleigh Hills",2328.0,6969.0,2007.0,157.0,408.0,1150.0,Active,RMLS,18240534,45.52704906008987,-122.63842823991013
3304,MLS Listing,Single Family Residential,Portland,OR,97212.0,950000.0,5.0,3.5,IRVINGTON,4727.0,10018.0,1905.0,115.0,201.0,0.0,Active,RMLS,18577559,45.55084579807056,-122.62700020192942
3305,MLS Listing,Single Family Residential,Portland,OR,97236.0,950000.0,3.0,3.5,Portland Southeast,3468.0,169884.0,1935.0,182.0,274.0,0.0,Active,RMLS,18278878,45.48867368569417,-122.47672731430583
3306,MLS Listing,Single Family Residential,Portland,OR,97210.0,950000.0,3.0,3.0,"Portland West, Raleigh Hills",2400.0,6098.0,1966.0,19.0,396.0,0.0,Active,RMLS,18683544,45.5453170513332,-122.6932276486668
3307,MLS Listing,Single Family Residential,Portland,OR,97232.0,950000.0,5.0,2.5,Laurelhurst,3895.0,8276.0,1918.0,16.0,244.0,0.0,Active,RMLS,18260425,45.53958009879016,-122.61052550120986
3309,MLS Listing,Condo/Co-op,Portland,OR,97209.0,954000.0,2.0,2.5,PEARL DISTRICT / VISTA,1476.0,6969.0,2018.0,146.0,646.0,693.0,Active,RMLS,18074528,45.54567262864352,-122.67149647135646
3310,MLS Listing,Single Family Residential,Portland,OR,97239.0,959900.0,3.0,2.5,"Portland West, Raleigh Hills",2727.0,13068.0,2005.0,40.0,352.0,0.0,Active,RMLS,18078144,45.51758167458018,-122.68248712541984
3311,MLS Listing,Single Family Residential,Portland,OR,97213.0,959900.0,4.0,3.0,BEAUMONT - WILSHIRE,2651.0,4791.0,1934.0,31.0,362.0,0.0,Active,RMLS,18121111,45.53549100246948,-122.63001609753051
3312,New Construction Home,Single Family Residential,Portland,OR,97229.0,959950.0,5.0,4.5,Highlands at North Bethany,4036.0,6969.0,2018.0,149.0,238.0,0.0,Active,NewHomeSource.com,1442932,45.57885193847653,-122.85035816152346
3314,MLS Listing,Single Family Residential,Portland,OR,97201.0,960000.0,3.0,3.5,Portland Heights,2934.0,4791.0,1907.0,43.0,327.0,0.0,Active,RMLS,18134606,45.53307112337499,-122.67073487662502
3316,MLS Listing,Single Family Residential,Portland,OR,97229.0,965000.0,6.0,4.0,NW Washington Co or Sauvie Island,4034.0,7840.0,2015.0,21.0,239.0,0.0,Active,RMLS,18470677,45.53532175744312,-122.79049324255686
3317,MLS Listing,Single Family Residential,Portland,OR,97229.0,969000.0,4.0,3.5,Tudor Heights,4021.0,10454.0,2002.0,20.0,241.0,0.0,Active,RMLS,18105373,45.5632324302029,-122.76059746979708
3318,MLS Listing,Townhouse,Portland,OR,97217.0,974900.0,5.0,5.5,BOISE,2989.0,2178.0,2018.0,10.0,326.0,0.0,Active,RMLS,18289475,45.58829264827055,-122.64184935172943
3319,MLS Listing,Single Family Residential,Portland,OR,97229.0,975000.0,4.0,3.0,NW Washington Co or Sauvie Island,3003.0,20037.0,1986.0,66.0,325.0,146.0,Active,RMLS,18433755,45.55953935976687,-122.80516364023316
3320,MLS Listing,Single Family Residential,Portland,OR,97202.0,975000.0,5.0,3.0,Portland Southeast,4236.0,8712.0,1931.0,70.0,230.0,0.0,Active,RMLS,18073462,45.484577213983336,-122.62160208601668
3321,MLS Listing,Single Family Residential,Portland,OR,97202.0,975000.0,4.0,3.5,Portland Southeast,3462.0,4791.0,2016.0,5.0,282.0,0.0,Active,RMLS,18377140,45.53979063268639,-122.5937849673136
3322,MLS Listing,Condo/Co-op,Portland,OR,97209.0,975000.0,2.0,2.0,PEARL DISTRICT/JAMISON SQUAREE,1754.0,6969.0,2004.0,50.0,556.0,767.0,Active,RMLS,18349965,45.52908337517655,-122.68266502482344
3323,MLS Listing,Single Family Residential,Portland,OR,97221.0,979000.0,3.0,3.5,"Portland West, Raleigh Hills",4479.0,11761.0,2004.0,20.0,219.0,0.0,Active,RMLS,18091174,45.503350249547054,-122.71025615045296
3324,MLS Listing,Single Family Residential,Portland,OR,97212.0,979900.0,3.0,3.5,ALAMEDA,2817.0,7840.0,1923.0,3.0,348.0,0.0,Active,RMLS,18083833,45.5773340918041,-122.61524970819588
3325,MLS Listing,Single Family Residential,Portland,OR,97210.0,980000.0,4.0,3.5,"Beaverton, Aloha",3696.0,6969.0,2010.0,173.0,265.0,0.0,Active,RMLS,18694113,45.50279983627864,-122.75811816372136
3326,MLS Listing,Single Family Residential,Portland,OR,97202.0,984000.0,4.0,3.0,SELLWOOD MORELAND,2848.0,4791.0,1922.0,20.0,346.0,0.0,Active,RMLS,18347841,45.47247885475509,-122.64894014524492
3327,MLS Listing,Single Family Residential,Portland,OR,97229.0,985000.0,4.0,2.5,NW Washington Co or Sauvie Island,2970.0,6098.0,2018.0,37.0,332.0,0.0,Active,RMLS,18157007,45.56844631693112,-122.73248498306889
3328,MLS Listing,Single Family Residential,Portland,OR,97212.0,985000.0,5.0,3.5,Portland Northeast,3138.0,4791.0,1916.0,35.0,314.0,0.0,Active,RMLS,18061816,45.56121672202702,-122.60353337797298
3329,MLS Listing,Single Family Residential,Portland,OR,97202.0,985000.0,5.0,3.5,Eastmoreland,3438.0,3920.0,2013.0,14.0,287.0,0.0,Active,RMLS,18201671,45.49932069693259,-122.6009985030674
3331,MLS Listing,Single Family Residential,Tigard,OR,97224.0,989990.0,4.0,3.5,THE ESTATES AT RIVER TERRACE,3039.0,6969.0,2018.0,123.0,326.0,161.0,Active,RMLS,18553628,45.39025487194823,-122.8546585280518
3333,MLS Listing,Single Family Residential,Portland,OR,97229.0,990000.0,4.0,3.0,West Hills,3109.0,27878.0,1966.0,49.0,318.0,0.0,Active,RMLS,18544492,45.53519268038707,-122.7473625196129
3334,MLS Listing,Single Family Residential,Portland,OR,97202.0,995000.0,3.0,3.5,DIVISION,2295.0,1742.0,2018.0,107.0,434.0,0.0,Active,RMLS,18014675,45.523325149119984,-122.63287025088002
3335,MLS Listing,Condo/Co-op,Portland,OR,97239.0,995000.0,2.0,2.0,SOUTH WATERFRONT / MERIWETHER,1639.0,6969.0,2006.0,56.0,607.0,867.0,Active,RMLS,18662048,45.48279725352352,-122.68401704647648
3336,MLS Listing,Single Family Residential,Portland,OR,97229.0,995000.0,4.0,4.0,FOREST HEIGHTS,4093.0,12632.0,2001.0,42.0,243.0,49.0,Active,RMLS,18387569,45.56292203418952,-122.7494495658105
3337,MLS Listing,Single Family Residential,Lake Oswego,OR,97034.0,995000.0,3.0,2.0,Forest Hills,2484.0,42253.0,1938.0,195.0,401.0,0.0,Active,RMLS,18398797,45.40982692808532,-122.7185350719147
3338,MLS Listing,Condo/Co-op,Vancouver,WA,98661.0,995000.0,3.0,2.5,VILLAGE AT COLUMBIA SHORES,1666.0,6969.0,1994.0,56.0,597.0,315.0,Active,RMLS,18146249,45.64310427382023,-122.6327882261798
3339,MLS Listing,Single Family Residential,Portland,OR,97212.0,995000.0,4.0,2.5,IRVINGTON,3844.0,4791.0,1912.0,55.0,259.0,0.0,Active,RMLS,18273657,45.5195913162503,-122.6596199837497
3340,MLS Listing,Single Family Residential,Portland,OR,97229.0,995000.0,4.0,4.0,"Portland West, Raleigh Hills",4757.0,10890.0,2007.0,108.0,209.0,42.0,Active,RMLS,18231007,45.525565422403176,-122.76020917759682
3341,MLS Listing,Condo/Co-op,Portland,OR,97239.0,995000.0,2.0,2.0,SOUTH WATERFRONT/JOHN ROSS,1938.0,6969.0,2006.0,58.0,513.0,961.0,Active,RMLS,18075061,45.49224164472215,-122.67512215527783
3342,MLS Listing,Single Family Residential,Portland,OR,97229.0,995000.0,5.0,4.0,"Portland West, Raleigh Hills",4159.0,13503.0,1999.0,57.0,239.0,0.0,Active,RMLS,18003111,45.5493074788952,-122.7579734211048
3343,MLS Listing,Single Family Residential,Lake Oswego,OR,97035.0,995000.0,3.0,3.5,MTN. PARK,3926.0,11325.0,1991.0,44.0,253.0,83.0,Active,RMLS,18634862,45.45858469618238,-122.69988880381764
3344,MLS Listing,Single Family Residential,Portland,OR,97229.0,995000.0,6.0,3.5,FOREST HEIGHTS,4759.0,10018.0,1997.0,168.0,209.0,50.0,Active,RMLS,18419939,45.58203404399347,-122.73993675600651
3345,MLS Listing,Condo/Co-op,Portland,OR,97201.0,995000.0,4.0,4.5,"Portland West, Raleigh Hills",2634.0,6969.0,2018.0,47.0,378.0,229.0,Active,RMLS,18374097,45.53497828923918,-122.67263971076082
3346,MLS Listing,Condo/Co-op,Portland,OR,97210.0,995000.0,2.0,2.0,WESTOVER,1588.0,6969.0,1999.0,150.0,627.0,718.0,Active,RMLS,18517461,45.55403607889663,-122.67376982110336
3347,MLS Listing,Condo/Co-op,Portland,OR,97210.0,995000.0,2.0,2.0,WESTOVER,1696.0,6969.0,1981.0,13.0,587.0,998.0,Active,RMLS,18344747,45.5460931433928,-122.6843528566072
3349,MLS Listing,Single Family Residential,Portland,OR,97219.0,997500.0,4.0,3.0,DUNTHORPE,2692.0,47916.0,1955.0,1.0,371.0,0.0,Active,RMLS,18491722,45.44804412647505,-122.64743717352496
3350,MLS Listing,Condo/Co-op,Portland,OR,97239.0,998000.0,2.0,2.0,SOUTH WATERFRONT,2225.0,6969.0,2006.0,37.0,449.0,1079.0,Active,RMLS,18620372,45.49627446106919,-122.67090823893082
3351,MLS Listing,Single Family Residential,Portland,OR,97231.0,998900.0,5.0,4.5,"Portland West, Raleigh Hills",5348.0,50093.0,2006.0,133.0,187.0,30.0,Active,RMLS,18287854,45.615152245109975,-122.81036505489004
3352,MLS Listing,Single Family Residential,Tigard,OR,97224.0,999000.0,5.0,4.5,Pleasant View,4961.0,20908.0,1992.0,373.0,201.0,0.0,Active,RMLS,17469739,45.42344155397223,-122.82910104602776
3353,MLS Listing,Townhouse,Portland,OR,97202.0,999000.0,4.0,3.5,SELLWOOD/MORELAND,2447.0,6969.0,2018.0,62.0,408.0,0.0,Active,RMLS,18561011,45.47122769102969,-122.6473967089703
3354,MLS Listing,Single Family Residential,Portland,OR,97221.0,999000.0,4.0,3.5,West Hills/ Portland Heights,3950.0,16552.0,1981.0,126.0,253.0,0.0,Active,RMLS,18596169,45.50630227546908,-122.71630672453092
3355,MLS Listing,Single Family Residential,Portland,OR,97214.0,999000.0,4.0,2.5,SUNNYSIDE / BELMONT,3488.0,6534.0,1892.0,45.0,286.0,0.0,Active,RMLS,18464513,45.524777029305184,-122.62342497069484
3356,MLS Listing,Single Family Residential,Portland,OR,97229.0,999000.0,5.0,3.0,Cresap Summit,4350.0,11325.0,2014.0,104.0,230.0,60.0,Active,RMLS,18183559,45.57222128139576,-122.73424771860424
3357,MLS Listing,Single Family Residential,Portland,OR,97210.0,999000.0,4.0,3.0,KING'S HEIGHTS,3384.0,10018.0,2000.0,36.0,295.0,0.0,Active,RMLS,18396930,45.52243344587946,-122.72200275412054
3358,MLS Listing,Townhouse,Portland,OR,97212.0,999900.0,4.0,3.5,BOISE ELIOT,3393.0,2613.0,2018.0,15.0,295.0,0.0,Active,RMLS,18049594,45.5329910212394,-122.6785293787606
3359,MLS Listing,Single Family Residential,Portland,OR,97225.0,999900.0,4.0,2.5,BROADMOOR,3697.0,15681.0,1953.0,1.0,270.0,0.0,Active,RMLS,18101344,45.50952636239962,-122.73465873760036
3360,MLS Listing,Single Family Residential,Portland,OR,97213.0,999900.0,5.0,3.5,ALAMEDA,3566.0,6534.0,1925.0,27.0,280.0,0.0,Active,RMLS,18557019,45.53593763854918,-122.62668946145082
3361,MLS Listing,Single Family Residential,Portland,OR,97214.0,999900.0,6.0,4.0,COLONIAL HEIGHTS,5192.0,4791.0,1913.0,5.0,193.0,0.0,Active,RMLS,18482797,45.51169114502951,-122.64203315497048
3362,MLS Listing,Townhouse,Portland,OR,97212.0,999900.0,4.0,3.5,BOISE ELIOT,3393.0,2613.0,2018.0,15.0,295.0,0.0,Active,RMLS,18160139,45.56045758894143,-122.65112951105856
3363,MLS Listing,Condo/Co-op,Portland,OR,97209.0,999950.0,2.0,2.5,The Casey / Pearl District,2078.0,6969.0,2007.0,7.0,481.0,1394.0,Active,RMLS,18529915,45.52501931408165,-122.68378508591834
3364,MLS Listing,Single Family Residential,Portland,OR,97223.0,999950.0,9.0,6.5,"Portland West, Raleigh Hills",5034.0,16552.0,2005.0,153.0,199.0,0.0,Active,RMLS,18478827,45.49988893504426,-122.71224766495573
3365,MLS Listing,Single Family Residential,Portland,OR,97239.0,999999.0,5.0,3.0,SOUTHWEST HILLS,3803.0,24393.0,1952.0,35.0,263.0,0.0,Active,RMLS,18360590,45.48499180095687,-122.71984549904312
3366,MLS Listing,Single Family Residential,Portland,OR,97239.0,999999.0,4.0,4.0,"Portland West, Raleigh Hills",3626.0,10018.0,1957.0,35.0,276.0,0.0,Active,RMLS,18377655,45.51343576409791,-122.68633003590207
3367,MLS Listing,Single Family Residential,Vancouver,WA,98664.0,1000000.0,5.0,3.5,Vancouver: The Heights (SW),4851.0,66646.0,1952.0,77.0,206.0,0.0,Active,RMLS,18497020,45.61957799272104,-122.57863940727898
3368,MLS Listing,Single Family Residential,Portland,OR,97229.0,1025000.0,4.0,3.5,RIDGEVIEW,4058.0,13939.0,1999.0,27.0,253.0,50.0,Active,RMLS,18169463,45.5343733912766,-122.7642793087234
3369,MLS Listing,Single Family Residential,Portland,OR,97232.0,1025000.0,5.0,3.5,Kerns/Laurelhurst,3951.0,4791.0,2007.0,23.0,259.0,0.0,Active,RMLS,18671474,45.53516466247283,-122.62377643752716
3370,MLS Listing,Single Family Residential,Portland,OR,97225.0,1039950.0,5.0,3.5,West Haven - Sylvan,3800.0,6969.0,2018.0,26.0,274.0,0.0,Active,RMLS,18073459,45.5157693435753,-122.7757296564247
3371,MLS Listing,Single Family Residential,Portland,OR,97219.0,1040000.0,4.0,3.5,HILLSDALE,4297.0,9583.0,2003.0,139.0,242.0,0.0,Active,RMLS,18167778,45.49558713134441,-122.66020606865558
3372,MLS Listing,Single Family Residential,Portland,OR,97229.0,1045000.0,5.0,4.5,AlderRidge near Forrest Height,4203.0,6534.0,2005.0,47.0,249.0,0.0,Active,RMLS,18246343,45.54920825580891,-122.7845118441911
3373,MLS Listing,Single Family Residential,Portland,OR,97221.0,1049900.0,4.0,3.5,"Portland West, Raleigh Hills",4872.0,20037.0,1990.0,412.0,215.0,0.0,Active,RMLS,17462779,45.52496424369925,-122.70098655630072
3374,MLS Listing,Single Family Residential,Portland,OR,97212.0,1050000.0,5.0,4.5,Irvington,3701.0,4791.0,1910.0,88.0,284.0,0.0,Active,RMLS,18565981,45.55104971620428,-122.63533188379571
3375,MLS Listing,Condo/Co-op,Portland,OR,97209.0,1050000.0,1.0,2.0,PEARL DISTRICT / PINNACLE,1896.0,6969.0,2004.0,17.0,554.0,741.0,Active,RMLS,18398589,45.524213617847614,-122.68867328215238
3376,MLS Listing,Single Family Residential,Portland,OR,97229.0,1050000.0,4.0,3.5,FOREST HEIGHTS,5200.0,11325.0,1999.0,75.0,202.0,49.0,Active,RMLS,18297139,45.56286542200077,-122.74866537799925
3377,MLS Listing,Multi-Family (2-4 Unit),Portland,OR,97227.0,1050000.0,4.0,2.0,MISSISSIPPI,3146.0,6969.0,1909.0,82.0,334.0,0.0,Active,RMLS,18093840,45.5416481447803,-122.68629125521971
3380,MLS Listing,Condo/Co-op,Portland,OR,97209.0,1059000.0,2.0,2.0,Pearl District / Cosmopolitan,1365.0,6969.0,2016.0,55.0,776.0,671.0,Active,RMLS,18051105,45.514356903389135,-122.69974929661086
3381,MLS Listing,Single Family Residential,Portland,OR,97213.0,1074900.0,4.0,3.0,BEAUMONT WILSHIRE,2950.0,6969.0,2018.0,21.0,364.0,0.0,Active,RMLS,18422221,45.54305861461138,-122.6245530853886
3382,MLS Listing,Single Family Residential,Portland,OR,97205.0,1075000.0,3.0,2.0,Arlington Heights,2620.0,6534.0,1987.0,115.0,410.0,0.0,Active,RMLS,18127908,45.53211148828328,-122.70050591171672
3383,MLS Listing,Single Family Residential,Portland,OR,97229.0,1075000.0,5.0,3.5,NW Washington Co or Sauvie Island,3784.0,7840.0,2018.0,31.0,284.0,0.0,Active,RMLS,18378559,45.56565110792919,-122.7354348920708
3384,MLS Listing,Single Family Residential,Portland,OR,97232.0,1079000.0,7.0,5.0,Laurelhurst,4250.0,5227.0,1946.0,408.0,254.0,0.0,Active,RMLS,17260280,45.51117673617693,-122.63782686382308
3385,MLS Listing,Single Family Residential,Portland,OR,97225.0,1079900.0,4.0,4.0,NW Washington Co or Sauvie Island,3346.0,8276.0,2018.0,23.0,323.0,0.0,Active,RMLS,18637121,45.54730111878367,-122.74391138121634
3386,MLS Listing,Single Family Residential,Portland,OR,97229.0,1080000.0,4.0,3.5,FOREST HEIGHTS,4855.0,12632.0,2003.0,33.0,222.0,49.0,Active,RMLS,18554268,45.54763491816153,-122.76771728183849
3387,MLS Listing,Single Family Residential,Portland,OR,97219.0,1089600.0,5.0,2.5,"Portland West, Raleigh Hills",4986.0,70567.0,1908.0,500.0,219.0,0.0,Active,RMLS,17358976,45.46755693754787,-122.64688846245214
3388,MLS Listing,Single Family Residential,Portland,OR,97229.0,1095000.0,4.0,3.5,RIDGEVIEW,4840.0,12196.0,2005.0,125.0,226.0,50.0,Active,RMLS,18275755,45.543331844097466,-122.75673635590252
3389,MLS Listing,Single Family Residential,Portland,OR,97213.0,1098777.0,5.0,4.0,Portland Northeast,3589.0,4791.0,1917.0,8.0,306.0,0.0,Active,RMLS,18373416,45.54356678960509,-122.6169316103949
3390,MLS Listing,Single Family Residential,Portland,OR,97219.0,1099000.0,4.0,2.0,DUNTHORPE RIVERDALE,3207.0,12196.0,1915.0,130.0,343.0,0.0,Active,RMLS,18397348,45.456620622373045,-122.63362287762696
3391,MLS Listing,Condo/Co-op,Portland,OR,97209.0,1099000.0,2.0,2.0,PEARL,1638.0,6969.0,1909.0,29.0,671.0,620.0,Active,RMLS,18293361,45.54234604775573,-122.66105005224428
3392,MLS Listing,Single Family Residential,Happy Valley,OR,97086.0,1099000.0,4.0,3.5,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",4468.0,47480.0,1974.0,84.0,246.0,0.0,Active,RMLS,18351855,45.47527815436421,-122.51520994563576
3393,MLS Listing,Single Family Residential,Portland,OR,97213.0,1099800.0,5.0,3.5,Portland Northeast,3273.0,4791.0,1910.0,76.0,336.0,0.0,Active,RMLS,18579594,45.54236476324531,-122.61355453675468
3394,MLS Listing,Multi-Family (2-4 Unit),Portland,OR,97202.0,1100000.0,6.0,4.0,Portland Southeast,2720.0,6969.0,1952.0,34.0,404.0,0.0,Active,RMLS,18282590,45.49685448895768,-122.63769171104232
3397,MLS Listing,Single Family Residential,Portland,OR,97239.0,1100000.0,5.0,4.5,"Portland West, Raleigh Hills",4293.0,6969.0,1940.0,93.0,256.0,0.0,Active,RMLS,18554725,45.49947047180213,-122.66606412819786
3398,MLS Listing,Single Family Residential,Portland,OR,97221.0,1100000.0,4.0,3.0,Highlands Neighborhood,3598.0,23522.0,1967.0,31.0,306.0,0.0,Active,RMLS,18142739,45.53951162452414,-122.69951227547584
3399,MLS Listing,Single Family Residential,Portland,OR,97229.0,1100000.0,4.0,4.5,"Portland West, Raleigh Hills",4051.0,6969.0,2006.0,110.0,272.0,33.0,Active,RMLS,18191391,45.5573314489148,-122.7779131510852
3401,MLS Listing,Single Family Residential,Portland,OR,97229.0,1100000.0,4.0,3.5,FOREST HEIGHTS,4678.0,14374.0,1999.0,129.0,235.0,49.0,Active,RMLS,18379702,45.56358052504367,-122.75777977495632
3403,MLS Listing,Single Family Residential,Portland,OR,97212.0,1100000.0,4.0,3.0,GRANT PARK,3742.0,4791.0,1930.0,126.0,294.0,0.0,Active,RMLS,18620086,45.54094448855345,-122.63588781144657
3404,MLS Listing,Condo/Co-op,Portland,OR,97209.0,1119000.0,2.0,2.5,Pearl District,1582.0,6969.0,2007.0,85.0,707.0,819.0,Active,RMLS,18410401,45.53069505250093,-122.68100744749908
3405,MLS Listing,Condo/Co-op,Portland,OR,97209.0,1120000.0,2.0,2.5,Casey/Pearl,2074.0,6969.0,2007.0,56.0,540.0,1397.0,Active,RMLS,18307203,45.550737602990274,-122.65822729700972
3406,MLS Listing,Single Family Residential,Portland,OR,97225.0,1124900.0,4.0,4.0,WEST HAVEN SYLVAN,3854.0,7840.0,2018.0,31.0,292.0,0.0,Active,RMLS,18364382,45.51278669748616,-122.77864310251384
3407,MLS Listing,Single Family Residential,Portland,OR,97201.0,1125000.0,3.0,3.5,Portland Heights,3361.0,8712.0,1996.0,1.0,335.0,200.0,Active,RMLS,18133827,45.50973686874672,-122.68597153125329
3408,MLS Listing,Condo/Co-op,Portland,OR,97212.0,1125000.0,2.0,2.0,Williams Corridor / Boise Elio,1664.0,6969.0,2018.0,113.0,676.0,471.0,Active,RMLS,18546594,45.5815420669644,-122.6330475330356
3409,MLS Listing,Condo/Co-op,Portland,OR,97239.0,1125000.0,3.0,3.5,SOUTH WATERFRONT/MERIWETHER,2275.0,6969.0,2006.0,69.0,495.0,1190.0,Active,RMLS,18327194,45.50870580667518,-122.65781009332484
3410,MLS Listing,Single Family Residential,Portland,OR,97212.0,1135000.0,5.0,2.5,Dolph Park Proper,4005.0,6098.0,1927.0,38.0,283.0,0.0,Active,RMLS,18460016,45.54270045673271,-122.63095824326729
3411,MLS Listing,Condo/Co-op,Portland,OR,97209.0,1135000.0,2.0,2.0,Pearl District / The Casey,2247.0,6969.0,2007.0,1.0,505.0,1300.0,Active,RMLS,18541048,45.50141578658092,-122.70764931341908
3412,MLS Listing,Single Family Residential,Portland,OR,97202.0,1135150.0,4.0,2.5,SELLWOOD WESTMORELAND,3115.0,4791.0,2018.0,48.0,364.0,0.0,Active,RMLS,18230811,45.48789604220582,-122.63178205779415
3413,MLS Listing,Single Family Residential,Lake Oswego,OR,97035.0,1140000.0,5.0,5.0,"Lake Oswego, West Linn",4918.0,45302.0,1996.0,58.0,232.0,85.0,Active,RMLS,18209437,45.482078889672735,-122.66561061032726
3414,MLS Listing,Single Family Residential,Portland,OR,97229.0,1144900.0,5.0,4.0,"Portland West, Raleigh Hills",5027.0,10890.0,2016.0,50.0,228.0,70.0,Active,RMLS,18325576,45.54432311602007,-122.76814298397991
3415,MLS Listing,Single Family Residential,Portland,OR,97202.0,1149000.0,4.0,3.0,SELLWOOD,3254.0,6969.0,1981.0,394.0,353.0,510.0,Active,RMLS,17083883,45.4742182567831,-122.66245814321692
3416,MLS Listing,Condo/Co-op,Portland,OR,97205.0,1149000.0,3.0,3.5,KINGS HEIGHTS,2862.0,6969.0,1979.0,91.0,401.0,389.0,Active,RMLS,18223981,45.555623413970274,-122.66696018602974
3417,MLS Listing,Single Family Residential,Portland,OR,97221.0,1149900.0,3.0,3.5,"Raleigh Hills, Bridlemile",3107.0,44866.0,1976.0,94.0,370.0,0.0,Active,RMLS,18426540,45.50991745609532,-122.71015964390467
3418,MLS Listing,Multi-Family (2-4 Unit),Portland,OR,97211.0,1150000.0,5.0,5.0,Portland Northeast,4752.0,6969.0,1926.0,136.0,242.0,0.0,Active,RMLS,18628427,45.568537361381054,-122.66061903861896
3419,MLS Listing,Single Family Residential,Tigard,OR,97224.0,1150000.0,5.0,3.5,BULL MOUNTAIN,5467.0,15245.0,2002.0,69.0,210.0,21.0,Active,RMLS,18577419,45.4245848688324,-122.8248566311676
3420,MLS Listing,Single Family Residential,Portland,OR,97219.0,1150000.0,4.0,3.0,Southern Portland,3900.0,4791.0,2000.0,56.0,295.0,0.0,Active,RMLS,18635682,45.47524906894476,-122.67973893105524
3421,MLS Listing,Single Family Residential,Portland,OR,97202.0,1150000.0,4.0,3.5,EASTMORELAND,3553.0,6969.0,1923.0,42.0,324.0,0.0,Active,RMLS,18232333,45.483664196057006,-122.625668703943
3422,MLS Listing,Single Family Residential,Tigard,OR,97224.0,1150000.0,4.0,3.5,"Tigard, Tualatin, Sherwood, Wilsonville",4072.0,92347.0,2016.0,84.0,282.0,0.0,Active,RMLS,18673252,45.43123496845334,-122.82022473154667
3423,MLS Listing,Single Family Residential,Portland,OR,97229.0,1150000.0,4.0,3.0,FOREST PARK,4292.0,87120.0,1995.0,3.0,268.0,0.0,Active,RMLS,18153539,45.57425296417961,-122.7774233358204
3424,MLS Listing,Single Family Residential,Portland,OR,97201.0,1150000.0,5.0,3.0,PORTLAND HEIGHTS,4078.0,4356.0,1892.0,10.0,282.0,0.0,Active,RMLS,18069571,45.509472227656666,-122.70022937234332
3425,MLS Listing,Condo/Co-op,Portland,OR,97201.0,1150000.0,2.0,2.0,KOIN TOWER,1903.0,6969.0,1985.0,207.0,604.0,1175.0,Active,RMLS,18333425,45.51086552890343,-122.67998577109658
3426,MLS Listing,Single Family Residential,Portland,OR,97201.0,1150000.0,4.0,2.5,PORTLAND HEIGHTS,3199.0,10018.0,1923.0,71.0,359.0,0.0,Active,RMLS,18343878,45.531178324263706,-122.67613457573628
3427,MLS Listing,Single Family Residential,Portland,OR,97231.0,1150000.0,3.0,3.0,"Portland West, Raleigh Hills",4082.0,64468.0,1998.0,42.0,282.0,55.0,Active,RMLS,18124029,45.60876708975537,-122.80756691024465
3428,MLS Listing,Single Family Residential,Portland,OR,97205.0,1150000.0,3.0,3.0,"Portland West, Raleigh Hills",3096.0,15245.0,1973.0,96.0,371.0,0.0,Active,RMLS,18359169,45.49774617569526,-122.73034072430474
